"household_language","state","speakers","total_speakers_by_language","percent_speakers","total_speakers_by_state","percent_speakers_by_state"
"Navajo","California",1232,208281,0.59,34885769,0
"Navajo","Colorado",2739,208281,1.32,5205618,0.05
"Navajo","Connecticut",165,208281,0.08,3243543,0.01
"Navajo","Delaware",0,208281,0,868386,0
"Navajo","District of Columbia",0,208281,0,586792,0
"Navajo","Florida",427,208281,0.21,18666465,0
"Navajo","Georgia",198,208281,0.1,9270184,0
"Navajo","Hawaii",18,208281,0.01,1268826,0
"Navajo","Idaho",904,208281,0.43,1608055,0.06
"Navajo","Illinois",131,208281,0.06,11513071,0
"Navajo","Indiana",75,208281,0.04,6051758,0
"Navajo","Iowa",127,208281,0.06,2869061,0
"Navajo","Kansas",150,208281,0.07,2631827,0.01
"Navajo","Kentucky",0,208281,0,3999146,0
"Navajo","Louisiana",12,208281,0.01,3954844,0
"Navajo","Maine",532,208281,0.26,1231579,0.04
"Navajo","Maryland",0,208281,0,5533146,0
"Navajo","Massachusetts",89,208281,0.04,6355905,0
"Navajo","Michigan",111,208281,0.05,9080289,0
"Navajo","Minnesota",3,208281,0,5150715,0
"Navajo","Mississippi",0,208281,0,2541044,0
"Navajo","Missouri",145,208281,0.07,5508462,0
"Navajo","Montana",175,208281,0.08,952635,0.02
"Navajo","Nebraska",0,208281,0,1776556,0
"Navajo","Nevada",1161,208281,0.56,2744626,0.04
"Navajo","New Hampshire",0,208281,0,1234766,0
"Navajo","New Jersey",0,208281,0,8410259,0
"Navajo","New Mexico",81094,208281,38.93,1800441,4.5
"Navajo","New York",0,208281,0,17870301,0
"Navajo","North Carolina",103,208281,0.05,9147135,0
"Navajo","North Dakota",57,208281,0.03,691239,0.01
"Navajo","Ohio",0,208281,0,10674943,0
"Navajo","Oklahoma",189,208281,0.09,3496942,0.01
"Navajo","Oregon",353,208281,0.17,3856566,0.01
"Navajo","Pennsylvania",120,208281,0.06,11689113,0
"Navajo","Rhode Island",33,208281,0.02,966639,0
"Navajo","South Carolina",22,208281,0.01,4451500,0
"Navajo","South Dakota",90,208281,0.04,780990,0.01
"Navajo","Tennessee",36,208281,0.02,6096043,0
"Navajo","Texas",1409,208281,0.68,25732230,0.01
"Navajo","Utah",10641,208281,5.11,2890269,0.37
"Navajo","Vermont",0,208281,0,563783,0
"Navajo","Virginia",63,208281,0.03,7632032,0
"Navajo","Washington",727,208281,0.35,6985060,0.01
"Navajo","West Virginia",0,208281,0,1562854,0
"Navajo","Wisconsin",207,208281,0.1,5356572,0
"Navajo","Wyoming",264,208281,0.13,516070,0.05
"Dakota languages","Alabama",30,23266,0.13,4273154,0
"Dakota languages","Alaska",15,23266,0.06,643509,0
"Dakota languages","Arizona",461,23266,1.98,6481034,0.01
"Dakota languages","Arkansas",2,23266,0.01,2656747,0
"Dakota languages","California",212,23266,0.91,34885769,0
"Dakota languages","Colorado",278,23266,1.19,5205618,0.01
"Dakota languages","Connecticut",0,23266,0,3243543,0
"Dakota languages","Delaware",0,23266,0,868386,0
"Dakota languages","District of Columbia",0,23266,0,586792,0
"Dakota languages","Florida",63,23266,0.27,18666465,0
"Dakota languages","Georgia",34,23266,0.15,9270184,0
"Dakota languages","Hawaii",0,23266,0,1268826,0
"Dakota languages","Idaho",52,23266,0.22,1608055,0
"Dakota languages","Illinois",27,23266,0.12,11513071,0
"Dakota languages","Indiana",0,23266,0,6051758,0
"Dakota languages","Iowa",27,23266,0.12,2869061,0
"Dakota languages","Kansas",558,23266,2.4,2631827,0.02
"Dakota languages","Kentucky",98,23266,0.42,3999146,0
"Dakota languages","Louisiana",0,23266,0,3954844,0
"Dakota languages","Maine",25,23266,0.11,1231579,0
"Dakota languages","Maryland",2,23266,0.01,5533146,0
"Dakota languages","Massachusetts",17,23266,0.07,6355905,0
"Dakota languages","Michigan",387,23266,1.66,9080289,0
"Dakota languages","Minnesota",885,23266,3.8,5150715,0.02
"Dakota languages","Mississippi",0,23266,0,2541044,0
"Dakota languages","Missouri",215,23266,0.92,5508462,0
"Dakota languages","Montana",761,23266,3.27,952635,0.08
"Dakota languages","Nebraska",303,23266,1.3,1776556,0.02
"Dakota languages","Nevada",44,23266,0.19,2744626,0
"Dakota languages","New Hampshire",0,23266,0,1234766,0
"Dakota languages","New Jersey",0,23266,0,8410259,0
"Dakota languages","New Mexico",28,23266,0.12,1800441,0
"Dakota languages","New York",17,23266,0.07,17870301,0
"Dakota languages","North Carolina",110,23266,0.47,9147135,0
"Dakota languages","North Dakota",2051,23266,8.82,691239,0.3
"Dakota languages","Ohio",202,23266,0.87,10674943,0
"Dakota languages","Oklahoma",232,23266,1,3496942,0.01
"Dakota languages","Oregon",1811,23266,7.78,3856566,0.05
"Dakota languages","Pennsylvania",143,23266,0.61,11689113,0
"Dakota languages","Rhode Island",0,23266,0,966639,0
"Dakota languages","South Carolina",12,23266,0.05,4451500,0
"Dakota languages","South Dakota",13517,23266,58.1,780990,1.73
"Dakota languages","Tennessee",92,23266,0.4,6096043,0
"Dakota languages","Texas",290,23266,1.25,25732230,0
"Dakota languages","Utah",86,23266,0.37,2890269,0
"Dakota languages","Vermont",0,23266,0,563783,0
"Dakota languages","Virginia",0,23266,0,7632032,0
"Dakota languages","Washington",91,23266,0.39,6985060,0
"Dakota languages","West Virginia",4,23266,0.02,1562854,0
"Dakota languages","Wisconsin",24,23266,0.1,5356572,0
"Dakota languages","Wyoming",60,23266,0.26,516070,0.01
"Muskogean languages","Alabama",483,20616,2.34,4273154,0.01
"Muskogean languages","Alaska",170,20616,0.82,643509,0.03
"Muskogean languages","Arizona",84,20616,0.41,6481034,0
"Muskogean languages","Arkansas",209,20616,1.01,2656747,0.01
"Muskogean languages","California",140,20616,0.68,34885769,0
"Muskogean languages","Colorado",377,20616,1.83,5205618,0.01
"Muskogean languages","Connecticut",0,20616,0,3243543,0
"Muskogean languages","Delaware",0,20616,0,868386,0
"Muskogean languages","District of Columbia",0,20616,0,586792,0
"Muskogean languages","Florida",1356,20616,6.58,18666465,0.01
"Muskogean languages","Georgia",40,20616,0.19,9270184,0
"Muskogean languages","Hawaii",0,20616,0,1268826,0
"Muskogean languages","Idaho",68,20616,0.33,1608055,0
"Muskogean languages","Illinois",0,20616,0,11513071,0
"Muskogean languages","Indiana",0,20616,0,6051758,0
"Muskogean languages","Iowa",0,20616,0,2869061,0
"Muskogean languages","Kansas",4,20616,0.02,2631827,0
"Muskogean languages","Kentucky",0,20616,0,3999146,0
"Muskogean languages","Louisiana",560,20616,2.72,3954844,0.01
"Muskogean languages","Maine",0,20616,0,1231579,0
"Muskogean languages","Maryland",0,20616,0,5533146,0
"Muskogean languages","Massachusetts",161,20616,0.78,6355905,0
"Muskogean languages","Michigan",306,20616,1.48,9080289,0
"Muskogean languages","Minnesota",0,20616,0,5150715,0
"Muskogean languages","Mississippi",5281,20616,25.62,2541044,0.21
"Muskogean languages","Missouri",2,20616,0.01,5508462,0
"Muskogean languages","Montana",0,20616,0,952635,0
"Muskogean languages","Nebraska",0,20616,0,1776556,0
"Muskogean languages","Nevada",52,20616,0.25,2744626,0
"Muskogean languages","New Hampshire",0,20616,0,1234766,0
"Muskogean languages","New Jersey",23,20616,0.11,8410259,0
"Muskogean languages","New Mexico",62,20616,0.3,1800441,0
"Muskogean languages","New York",63,20616,0.31,17870301,0
"Muskogean languages","North Carolina",195,20616,0.95,9147135,0
"Muskogean languages","North Dakota",0,20616,0,691239,0
"Muskogean languages","Ohio",0,20616,0,10674943,0
"Muskogean languages","Oklahoma",9870,20616,47.88,3496942,0.28
"Muskogean languages","Oregon",30,20616,0.15,3856566,0
"Muskogean languages","Pennsylvania",0,20616,0,11689113,0
"Muskogean languages","Rhode Island",0,20616,0,966639,0
"Muskogean languages","South Carolina",33,20616,0.16,4451500,0
"Muskogean languages","South Dakota",0,20616,0,780990,0
"Muskogean languages","Tennessee",60,20616,0.29,6096043,0
"Muskogean languages","Texas",957,20616,4.64,25732230,0
"Muskogean languages","Utah",0,20616,0,2890269,0
"Muskogean languages","Vermont",0,20616,0,563783,0
"Muskogean languages","Virginia",26,20616,0.13,7632032,0
"Muskogean languages","Washington",4,20616,0.02,6985060,0
"Muskogean languages","West Virginia",0,20616,0,1562854,0
"Muskogean languages","Wisconsin",0,20616,0,5356572,0
"Muskogean languages","Wyoming",0,20616,0,516070,0
"Keres","Alabama",0,14489,0,4273154,0
"Keres","Alaska",0,14489,0,643509,0
"Keres","Arizona",90,14489,0.62,6481034,0
"Keres","Arkansas",0,14489,0,2656747,0
"Keres","California",0,14489,0,34885769,0
"Keres","Colorado",43,14489,0.3,5205618,0
"Keres","Connecticut",0,14489,0,3243543,0
"Keres","Delaware",0,14489,0,868386,0
"Keres","District of Columbia",0,14489,0,586792,0
"Keres","Florida",0,14489,0,18666465,0
"Keres","Georgia",66,14489,0.46,9270184,0
"Keres","Hawaii",0,14489,0,1268826,0
"Keres","Idaho",0,14489,0,1608055,0
"Keres","Illinois",0,14489,0,11513071,0
"Keres","Indiana",0,14489,0,6051758,0
"Keres","Iowa",0,14489,0,2869061,0
"Keres","Kansas",0,14489,0,2631827,0
"Keres","Kentucky",266,14489,1.84,3999146,0.01
"Keres","Louisiana",0,14489,0,3954844,0
"Keres","Maine",0,14489,0,1231579,0
"Keres","Maryland",0,14489,0,5533146,0
"Keres","Massachusetts",0,14489,0,6355905,0
"Keres","Michigan",0,14489,0,9080289,0
"Keres","Minnesota",0,14489,0,5150715,0
"Keres","Mississippi",0,14489,0,2541044,0
"Keres","Missouri",87,14489,0.6,5508462,0
"Keres","Montana",0,14489,0,952635,0
"Keres","Nebraska",0,14489,0,1776556,0
"Keres","Nevada",8,14489,0.06,2744626,0
"Keres","New Hampshire",0,14489,0,1234766,0
"Keres","New Jersey",0,14489,0,8410259,0
"Keres","New Mexico",13332,14489,92.01,1800441,0.74
"Keres","New York",72,14489,0.5,17870301,0
"Keres","North Carolina",0,14489,0,9147135,0
"Keres","North Dakota",0,14489,0,691239,0
"Keres","Ohio",0,14489,0,10674943,0
"Keres","Oklahoma",0,14489,0,3496942,0
"Keres","Oregon",6,14489,0.04,3856566,0
"Keres","Pennsylvania",0,14489,0,11689113,0
"Keres","Rhode Island",0,14489,0,966639,0
"Keres","South Carolina",0,14489,0,4451500,0
"Keres","South Dakota",0,14489,0,780990,0
"Keres","Tennessee",0,14489,0,6096043,0
"Keres","Texas",0,14489,0,25732230,0
"Keres","Utah",438,14489,3.02,2890269,0.02
"Keres","Vermont",0,14489,0,563783,0
"Keres","Virginia",81,14489,0.56,7632032,0
"Keres","Washington",0,14489,0,6985060,0
"Keres","West Virginia",0,14489,0,1562854,0
"Keres","Wisconsin",0,14489,0,5356572,0
"Keres","Wyoming",0,14489,0,516070,0
"Cherokee","Alabama",615,16973,3.62,4273154,0.01
"Cherokee","Alaska",0,16973,0,643509,0
"Cherokee","Arizona",87,16973,0.51,6481034,0
"Cherokee","Arkansas",205,16973,1.21,2656747,0.01
"Cherokee","California",195,16973,1.15,34885769,0
"Cherokee","Colorado",72,16973,0.42,5205618,0
"Cherokee","Connecticut",0,16973,0,3243543,0
"Cherokee","Delaware",0,16973,0,868386,0
"Cherokee","District of Columbia",0,16973,0,586792,0
"Cherokee","Florida",533,16973,3.14,18666465,0
"Cherokee","Georgia",248,16973,1.46,9270184,0
"Cherokee","Hawaii",102,16973,0.6,1268826,0.01
"Cherokee","Idaho",58,16973,0.34,1608055,0
"Cherokee","Illinois",351,16973,2.07,11513071,0
"Cherokee","Indiana",188,16973,1.11,6051758,0
"Cherokee","Iowa",10,16973,0.06,2869061,0
"Cherokee","Kansas",427,16973,2.52,2631827,0.02
"Cherokee","Kentucky",194,16973,1.14,3999146,0
"Cherokee","Louisiana",67,16973,0.39,3954844,0
"Cherokee","Maine",0,16973,0,1231579,0
"Cherokee","Maryland",152,16973,0.9,5533146,0
"Cherokee","Massachusetts",3,16973,0.02,6355905,0
"Cherokee","Michigan",80,16973,0.47,9080289,0
"Cherokee","Minnesota",57,16973,0.34,5150715,0
"Cherokee","Mississippi",62,16973,0.37,2541044,0
"Cherokee","Missouri",360,16973,2.12,5508462,0.01
"Cherokee","Montana",22,16973,0.13,952635,0
"Cherokee","Nebraska",5,16973,0.03,1776556,0
"Cherokee","Nevada",49,16973,0.29,2744626,0
"Cherokee","New Hampshire",0,16973,0,1234766,0
"Cherokee","New Jersey",0,16973,0,8410259,0
"Cherokee","New Mexico",113,16973,0.67,1800441,0.01
"Cherokee","New York",80,16973,0.47,17870301,0
"Cherokee","North Carolina",3161,16973,18.62,9147135,0.03
"Cherokee","North Dakota",8,16973,0.05,691239,0
"Cherokee","Ohio",313,16973,1.84,10674943,0
"Cherokee","Oklahoma",6938,16973,40.88,3496942,0.2
"Cherokee","Oregon",39,16973,0.23,3856566,0
"Cherokee","Pennsylvania",353,16973,2.08,11689113,0
"Cherokee","Rhode Island",0,16973,0,966639,0
"Cherokee","South Carolina",93,16973,0.55,4451500,0
"Cherokee","South Dakota",0,16973,0,780990,0
"Cherokee","Tennessee",593,16973,3.49,6096043,0.01
"Cherokee","Texas",728,16973,4.29,25732230,0
"Cherokee","Utah",0,16973,0,2890269,0
"Cherokee","Vermont",0,16973,0,563783,0
"Cherokee","Virginia",165,16973,0.97,7632032,0
"Cherokee","Washington",241,16973,1.42,6985060,0
"Cherokee","West Virginia",0,16973,0,1562854,0
"Cherokee","Wisconsin",6,16973,0.04,5356572,0
"Cherokee","Wyoming",0,16973,0,516070,0
"Uto-Aztecan languages","Alabama",0,34447,0,4273154,0
"Uto-Aztecan languages","Alaska",10,34447,0.03,643509,0
"Uto-Aztecan languages","Arizona",22864,34447,66.37,6481034,0.35
"Uto-Aztecan languages","Arkansas",0,34447,0,2656747,0
"Uto-Aztecan languages","California",1828,34447,5.31,34885769,0.01
"Uto-Aztecan languages","Colorado",1151,34447,3.34,5205618,0.02
"Uto-Aztecan languages","Connecticut",0,34447,0,3243543,0
"Uto-Aztecan languages","Delaware",0,34447,0,868386,0
"Uto-Aztecan languages","District of Columbia",0,34447,0,586792,0
"Uto-Aztecan languages","Florida",56,34447,0.16,18666465,0
"Uto-Aztecan languages","Georgia",0,34447,0,9270184,0
"Uto-Aztecan languages","Hawaii",269,34447,0.78,1268826,0.02
"Uto-Aztecan languages","Idaho",1307,34447,3.79,1608055,0.08
"Uto-Aztecan languages","Illinois",0,34447,0,11513071,0
"Uto-Aztecan languages","Indiana",0,34447,0,6051758,0
"Uto-Aztecan languages","Iowa",32,34447,0.09,2869061,0
"Uto-Aztecan languages","Kansas",0,34447,0,2631827,0
"Uto-Aztecan languages","Kentucky",0,34447,0,3999146,0
"Uto-Aztecan languages","Louisiana",0,34447,0,3954844,0
"Uto-Aztecan languages","Maine",0,34447,0,1231579,0
"Uto-Aztecan languages","Maryland",80,34447,0.23,5533146,0
"Uto-Aztecan languages","Massachusetts",0,34447,0,6355905,0
"Uto-Aztecan languages","Michigan",0,34447,0,9080289,0
"Uto-Aztecan languages","Minnesota",0,34447,0,5150715,0
"Uto-Aztecan languages","Mississippi",0,34447,0,2541044,0
"Uto-Aztecan languages","Missouri",0,34447,0,5508462,0
"Uto-Aztecan languages","Montana",64,34447,0.19,952635,0.01
"Uto-Aztecan languages","Nebraska",0,34447,0,1776556,0
"Uto-Aztecan languages","Nevada",2241,34447,6.51,2744626,0.08
"Uto-Aztecan languages","New Hampshire",0,34447,0,1234766,0
"Uto-Aztecan languages","New Jersey",144,34447,0.42,8410259,0
"Uto-Aztecan languages","New Mexico",647,34447,1.88,1800441,0.04
"Uto-Aztecan languages","New York",0,34447,0,17870301,0
"Uto-Aztecan languages","North Carolina",0,34447,0,9147135,0
"Uto-Aztecan languages","North Dakota",0,34447,0,691239,0
"Uto-Aztecan languages","Ohio",0,34447,0,10674943,0
"Uto-Aztecan languages","Oklahoma",541,34447,1.57,3496942,0.02
"Uto-Aztecan languages","Oregon",953,34447,2.77,3856566,0.02
"Uto-Aztecan languages","Pennsylvania",0,34447,0,11689113,0
"Uto-Aztecan languages","Rhode Island",0,34447,0,966639,0
"Uto-Aztecan languages","South Carolina",0,34447,0,4451500,0
"Uto-Aztecan languages","South Dakota",0,34447,0,780990,0
"Uto-Aztecan languages","Tennessee",0,34447,0,6096043,0
"Uto-Aztecan languages","Texas",232,34447,0.67,25732230,0
"Uto-Aztecan languages","Utah",1364,34447,3.96,2890269,0.05
"Uto-Aztecan languages","Vermont",0,34447,0,563783,0
"Uto-Aztecan languages","Virginia",0,34447,0,7632032,0
"Uto-Aztecan languages","Washington",123,34447,0.36,6985060,0
"Uto-Aztecan languages","West Virginia",0,34447,0,1562854,0
"Uto-Aztecan languages","Wisconsin",0,34447,0,5356572,0
"Uto-Aztecan languages","Wyoming",541,34447,1.57,516070,0.1
"Other Native North American languages","Alabama",343,73792,0.46,4273154,0.01
"Other Native North American languages","Alaska",2968,73792,4.02,643509,0.46
"Other Native North American languages","Arizona",3855,73792,5.22,6481034,0.06
"Other Native North American languages","Arkansas",271,73792,0.37,2656747,0.01
"Other Native North American languages","California",3332,73792,4.52,34885769,0.01
"Other Native North American languages","Colorado",395,73792,0.54,5205618,0.01
"Other Native North American languages","Connecticut",528,73792,0.72,3243543,0.02
"Other Native North American languages","Delaware",62,73792,0.08,868386,0.01
"Other Native North American languages","District of Columbia",80,73792,0.11,586792,0.01
"Other Native North American languages","Florida",229,73792,0.31,18666465,0
"Other Native North American languages","Georgia",499,73792,0.68,9270184,0.01
"Other Native North American languages","Hawaii",127,73792,0.17,1268826,0.01
"Other Native North American languages","Idaho",1643,73792,2.23,1608055,0.1
"Other Native North American languages","Illinois",370,73792,0.5,11513071,0
"Other Native North American languages","Indiana",514,73792,0.7,6051758,0.01
"Other Native North American languages","Iowa",1503,73792,2.04,2869061,0.05
"Other Native North American languages","Kansas",657,73792,0.89,2631827,0.02
"Other Native North American languages","Kentucky",191,73792,0.26,3999146,0
"Other Native North American languages","Louisiana",281,73792,0.38,3954844,0.01
"Other Native North American languages","Maine",1010,73792,1.37,1231579,0.08
"Other Native North American languages","Maryland",286,73792,0.39,5533146,0.01
"Other Native North American languages","Massachusetts",419,73792,0.57,6355905,0.01
"Other Native North American languages","Michigan",1178,73792,1.6,9080289,0.01
"Other Native North American languages","Minnesota",987,73792,1.34,5150715,0.02
"Other Native North American languages","Mississippi",128,73792,0.17,2541044,0.01
"Other Native North American languages","Missouri",143,73792,0.19,5508462,0
"Other Native North American languages","Montana",7526,73792,10.2,952635,0.79
"Other Native North American languages","Nebraska",485,73792,0.66,1776556,0.03
"Other Native North American languages","Nevada",667,73792,0.9,2744626,0.02
"Other Native North American languages","New Hampshire",64,73792,0.09,1234766,0.01
"Other Native North American languages","New Jersey",103,73792,0.14,8410259,0
"Other Native North American languages","New Mexico",16108,73792,21.83,1800441,0.89
"Other Native North American languages","New York",3286,73792,4.45,17870301,0.02
"Other Native North American languages","North Carolina",726,73792,0.98,9147135,0.01
"Other Native North American languages","North Dakota",1710,73792,2.32,691239,0.25
"Other Native North American languages","Ohio",328,73792,0.44,10674943,0
"Other Native North American languages","Oklahoma",3693,73792,5,3496942,0.11
"Other Native North American languages","Oregon",2404,73792,3.26,3856566,0.06
"Other Native North American languages","Pennsylvania",585,73792,0.79,11689113,0.01
"Other Native North American languages","Rhode Island",83,73792,0.11,966639,0.01
"Other Native North American languages","South Carolina",431,73792,0.58,4451500,0.01
"Other Native North American languages","South Dakota",304,73792,0.41,780990,0.04
"Other Native North American languages","Tennessee",133,73792,0.18,6096043,0
"Other Native North American languages","Texas",1922,73792,2.6,25732230,0.01
"Other Native North American languages","Utah",1014,73792,1.37,2890269,0.04
"Other Native North American languages","Vermont",41,73792,0.06,563783,0.01
"Other Native North American languages","Virginia",411,73792,0.56,7632032,0.01
"Other Native North American languages","Washington",4915,73792,6.66,6985060,0.07
"Other Native North American languages","West Virginia",189,73792,0.26,1562854,0.01
"Other Native North American languages","Wisconsin",2694,73792,3.65,5356572,0.05
"Other Native North American languages","Wyoming",1971,73792,2.67,516070,0.38
"Other Central and South American languages","Alabama",286,44252,0.65,4273154,0.01
